"Ticks","ArticleTitle","Title","AbstractText","DOI","city","year","notes","ID"
"ticks in wild","Evidence for an increased geographical distribution of Dermacentor reticulatus in Germany and detection of Rickettsia sp. RpA4.","International journal of medical microbiology : IJMM","Two studies were performed to elucidate the current distribution of the tick Dermacentor reticulatus in Germany. In the first one in 2003, a total of 365 dogs from 171 sites in the states of Berlin and Brandenburg was screened for ticks, and the corresponding outdoor sites that the dogs usually visited were searched for host-seeking ticks by the flagging method. A total of 1155 ticks was removed from the dogs. The majority were Ixodes ricinus (88.5%), followed by D. reticulatus (9.1%) and I. hexagonus (2.4%). Altogether, 222 dogs carried I. ricinus (60.8%), 41 D. reticulatus (11.2%) and 15 I. hexagonus (4.1%) ticks. Based on scutal index determination, the removed I. ricinus and D. reticulatus had been feeding on the dogs for a mean of 4.0 and 4.5 days, respectively. The dogs infested with D. reticulatus lived at 26 different sites, all previously unknown as Dermacentor sites. Seven of the sites could be confirmed subsequently by flagging the vegetation for ticks. In the second study, a total of 721 deer was shot at 201 different sites from a total of 160 districts all over Germany during the autumn hunting season 2004. A total of 23 deer (3.2%) originating from 14 sites was infested with D. reticulatus. Hereby, significantly more red deer (Cervus elaphus elaphus) than roe deer (Capreolus capreolus) or fallow deer (Dama dama) harboured D. reticulatus ticks. Only two of the sites found had already been known as D. reticulatus areas, whereas all other sites in Brandenburg, Saxony Anhalt, Hesse and Bavaria had been unknown. The results of both studies show that D. reticulatus presently occurs at far more sites than previously known in Germany and thus most likely has expanded its range. Additionally, a total of 135 D. reticulatus removed from deer was screened for Babesia canis and Rickettsia sp. by PCR. A total of 31 D. reticulatus (23%) were positive for Rickettsia. Sequencing revealed in all cases 100% identity with the strain RpA4 that was first isolated from Rhipicephalus ticks in Russia.","10.1016/j.ijmm.2006.01.013","Berlin",2006,"","TIC000011"
"ticks in wild","Babesia microti: prevalence in wild rodents and Ixodes ricinus ticks from the Mazury Lakes District of North-Eastern Poland.","International journal of medical microbiology : IJMM","Infections of Babesia microti (Apicomplexa, Piroplasmida), a common erythroparasitic protozoon of Holarctic rodents, are not widely acknowledged in Poland. The presence of this parasite in various species of wild rodents has been well documented throughout the northern temperate zone of North America, Europe, and Eurasia. However, human babesiosis attributable to infection with B. microti has been reported only from the north-eastern and upper midwestern United States and Japan. We recently carried out an epizootiological survey investigating the prevalence of B. microti both in the tick Ixodes ricinus and in wild rodents in North-Eastern Poland. Blood samples were collected from a total of 483 animals comprising three species: Apodemus flavicollis, Microtus arvalis, and Microtus oeconomus trapped at Urwita&#x142;t near Miko&#x142;ajki in the Mazury Lakes District. Questing adult I. ricinus ticks were collected in the study sites by blanket dragging of vegetation in heterogeneous, deciduous woodland, and, in addition, rodents were carefully examined for feeding larvae and nymphs. Altogether, B. microti was detected in 9 out of 1513 I. ricinus ticks (0.6%) examined by PCR. This included 163 adults (92 females and 71 males), 50 nymphs, and 1300 larvae 3%, 8%, and 0% of which were PCR-positive, respectively. Of 85 A. flavicollis, 374 M. arvalis and 24 M. oeconomus, 1%, 12.8%, and 42% were parasitaemic, respectively, as determined by microscopic examination of blood smears stained with Giemsa. B. microti DNA, extracted from 53 M. arvalis and 5 M. oeconomus and examined by nested PCR, targeting a piroplasm-specific portion of the 18S ribosomal DNA, revealed 72% and 40%, respectively, to be PCR positive. Sequence analysis showed that all PCR-positive samples had rDNA sequences identical (100% homology) to that of the Munich B. microti strain isolated from Mus musculus. The results of this study indicate that the B. microti commonly encountered among Microtus spp. rodents is probably not a zoonotic strain and, therefore, that it is most unlikely to represent a risk to public health in the Mazury Lakes District of North-Eastern Poland.","10.1016/j.ijmm.2006.01.015","Munich",2006,"","TIC000012"
"ticks in wild","Risk assessment and prediction of Ixodes ricinus tick questing activity and human tick-borne encephalitis infection in space and time in the Czech Republic.","International journal of medical microbiology : IJMM","Present risk assessment and prediction of future risk of humans exposed to Ixodes (I.) ricinus tick attacks and, consequently, to tick-borne encephalitis (TBE) virus infection as one of the basic preconditions for successful TBE prevention has been intensively studied in the Czech Republic. An atlas of TBE in the Czech Republic containing predictive maps of I. ricinus high-incidence habitats and TBE risk sites identified by satellite data (Landsat 5 TM with spatial resolution 30 m) at a scale of 1:200,000 over a territory of 52,000 km(2) and maps of human TBE case distribution (1971-2000) has been prepared using remote sensing and geographical information systems technologies. The influence of climate changes on a forest ecosystem inhabited by I. ricinus has been studied in the southern region of the Czech Republic. The analysis of long-term series (1931-2000) of climatologic and phenological characteristics has been carried out. The results are compared with the long-term series of TBE incidence. The influence of weather condition on day-to-day changes of I. ricinus host-seeking activities was studied in 2001-2004. Field observations were realized in the south-eastern periphery of Prague where the experimental plots for tick monitoring were established in a relevant type of forest growth (Querceto-carpinetum). I. ricinus activities were investigated by the flagging method on three plots (200 m(2) each) in weekly intervals (March to November) during 2001-2004. The instruments for micrometeorological observations were installed between the experimental plots. Macrometeorological data were used from the nearby Czech Hydrometeorological Institute first class meteorological observatory. Simple and multiple linear regression and quadratic regression were used to test the relation between weather modification and I. ricinus host-seeking activity. Two preliminary most suitable 'models' are demonstrated.","10.1016/j.ijmm.2006.02.008","Prague",2006,"","TIC000013"
"ticks in wild","Which forest bird species are the main hosts of the tick, Ixodes ricinus, the vector of Borrelia burgdorferi sensu lato, during the breeding season?","International journal for parasitology","Wild birds are important hosts for vector-borne pathogens, especially those borne by ticks. However, few studies have been conducted on the role of different bird species within a community as hosts of vector-borne pathogens. This study addressed individual and species factors that could explain the burden of Ixodes ricinus on forest birds during the reproductive periods of both vectors and hosts. The goal was to identify which bird species contribute the most to the tick population at the community level. Birds were mist-netted on four plots in 2008 and on seven plots in 2009 in two forests (S&#xe9;nart and Notre Dame, near Paris, France). The dependence of the tick load per bird upon environmental conditions (questing nymph density, year and plot) and on host species traits (species, age, sex, body size, vertical space use, level of innate and acquired immunity) was analysed. Finally, the relative contribution of each bird species to the local dynamics of ticks was estimated, while accounting for their respective abundance. Tick burden differed markedly between bird species and varied according to questing nymph density. Bird species with a high body mass, those that forage low in the vegetation, and those that had a high innate immune response and a high spleen mass were more likely to have a high tick burden. Four species (the Common Blackbird, Turdus merula, the European Robin, Erithacus rubecula, the Song Thrush, Turdus philomelos, and the Winter Wren, Troglodytes troglodytes) hosted more than 90% of the ticks in the local bird community. These species, and particularly T. merula which was host to a high proportion of the nymphs, are likely to contribute significantly to the circulation of pathogens for which they are competent, such as the agent of Lyme borreliosis.","10.1016/j.ijpara.2012.05.010","Paris",2012,"","TIC000014"
"ticks in wild","Presence and infestation waves of hematophagous arthropod species.","Mathematical biosciences","The invasion of hematophagous arthropod species in human settlements represents a threat, not only to the economy but also to the health system in general. Recent examples of this phenomenon were seen in Paris and Mexico City, evidencing the importance of understanding these dynamics. In this work, we present a reaction-diffusion model to describe the invasion dynamics of hematophagous arthropod species. The proposed model considers a denso-dependent growth rate and parameters related to the control of the invasive species. Our results illustrate the existence of two invasion levels (presence and infestation) within a region, depending on control parameter values. We also prove analytically the existence of the presence and infestation waves and show different theoretical types of invasion waves that result from varying control parameters. In addition, we present a condition threshold that determines whether or not an infestation occurs. Finally, we illustrate some results when considering the case of bedbugs and brown dog ticks as invasion species.","10.1016/j.mbs.2024.109282","Paris",2024,"","TIC000015"
"ticks in wild","Phlebovirus sequences detected in ticks collected in Russia: Novel phleboviruses, distinguishing criteria and high tick specificity.","Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases","Phlebovirus is an abundant and rather heterogeneous genus within the Phenuiviridae family (order Bunyavirales). The genus Phlebovirus is divided into two antigenic complexes, which also correspond to the main vector: sandflies/mosquitoes and ticks. Previously, only sandfly/mosquito-borne phleboviruses were associated with human disease, such as Rift Valley fever virus, Toscana virus, Sicilian and Naples Sandfly fever viruses and others. Until recently, tick-borne phleboviruses were not considered as human pathogens. After the discovery of severe fever with thrombocytopenia syndrome, interest to tick-borne phleboviruses has increased dramatically. In the last decade, many novel phleboviruses have been reported in different regions. Despite this, the diversity, ecology and pathogenicity of these viruses still remain obscure. The aim of this work was to study the diversity of phleboviruses in ticks collected in several regions of Russia. We used pan-phlebovirus RT-PCR assays based on multiple degenerate primers targeting the polymerase gene fragment. Arthropod specimens were collected from 2005 to 2018. A total of 5901 Ixodidae ticks combined into 1116 pools were screened. A total of 160 specific amplicons were produced. In three cases RT-PCR assays amplified two distinct viruses from same tick pools. Direct sequencing of amplicons and subsequent phylogenetic analysis revealed twelve representatives of divergent phlebovirus groups. Based on the distribution of pairwise nucleotide sequence identity values, a cut-off (88%) was suggested to distinguish tick-borne phleboviruses. According to this provisional criterion, two viruses found here could be termed novel, while ten viruses have been described in previous studies. Detected phleboviruses demonstrated almost perfect specificity to a tick species or, at least, a genus. The same pattern was observed for tick-borne phleboviruses found in different studies around the world. Viruses that grouped together on a phylogenetic tree and differed less than this sequence identity threshold suggested above were hosted by ticks from the same genus.","10.1016/j.meegid.2020.104524","Naples",2020,"","TIC000016"
"ticks in wild","Ticks and the city: ectoparasites of the Northern white-breasted hedgehog (Erinaceus roumanicus) in an urban park.","Ticks and tick-borne diseases","The European hedgehog (Erinaceus europaeus) is known to host several ectoparasites and also tick-borne pathogens, but there is scant information on its eastern relative, the Northern white-breasted hedgehog (Erinaceus roumanicus). We have studied an urban population of E. roumanicus in a city park of central Budapest, Hungary, for 2 years to investigate their tick and flea species. A total of 5063 ticks and 818 fleas were collected from 247 hedgehogs (including 46 recaptures). Ectoparasite prevalence and intensity differed significantly (p&lt;0.001) between the 2 study years attributable to the enhanced tick removal rate due to anaesthesia used in the second year. The most common tick species was Ixodes ricinus (93.7%) followed by unidentified Ixodes larvae (5%). Only 57 hedgehog ticks (I. hexagonus) were removed from 22 hedgehogs. One I. acuminatus and one Hyalomma marginatum nymph were also collected. Mean intensity of tick infestation was 26.5 (range: 0-155 ticks/host) and mean intensity of flea infestation was 6.6 (range: 0-78 fleas/host). Most fleas (99.4%) collected were hedgehog fleas (Archaeopsylla erinacei), dog fleas (Ctenocephalides canis) were found on 2 hedgehogs. Hyalomma marginatum has previously not been found in Hungary, and I. acuminatus was only reported sporadically before. The large number of ectoparasites and the 2 imported tick species may thus survive in close proximity to humans if hedgehogs are present. This calls attention to the risk of possible tick-borne human infections that urban hedgehogs can pose.","10.1016/j.ttbdis.2011.09.001","Budapest",2011,"","TIC000017"
"ticks in wild","Bacterial agents in 248 ticks removed from people from 2002 to 2013.","Ticks and tick-borne diseases","A retrospective study was conducted to analyze the tick species removed from people and to detect tick-infecting bacteria in the specimens collected over the past 10 years at the reference center for rickettsioses, Marseille, France. A total of 248 ticks were removed from 200 people, including Dermacentor (73), Rhipicephalus (67), Ixodes (60), Amblyomma (8), Argas (3), Hyalomma (1), and Haemaphysalis (1) species. Bacterial DNA was detected in 101 ticks: Rickettsia slovaca (34%) and Rickettsia raoultii (23%) were detected in Dermacentor ticks; Rickettsia conorii (16%) and Rickettsia massiliae (18%) were found in Rhipicephalus ticks; and Anaplasma phagocytophylum (5%), Borrelia spp. (8%) and Rickettsia spp. (2%) were detected in Ixodes ticks. Among the bitten people for which clinical data and laboratory samples were available, tick borne diseases were confirmed in 11 symptomatic individuals.","10.1016/j.ttbdis.2016.02.003","Marseille",2016,"","TIC000018"
"ticks in wild","Mapping human risk of infection with Borrelia burgdorferi sensu lato, the agent of Lyme borreliosis, in a periurban forest in France.","Ticks and tick-borne diseases","Lyme borreliosis is a major zoonosis in Europe, with estimates of over 26,000 cases per year in France alone. The etiological agents are spirochete bacteria that belong to the Borrelia burgdorferi sensu lato (s. l.) complex and are transmitted by hard ticks among a large range of vertebrate hosts. In Europe, the tick Ixodes ricinus is the main vector. In the absence of a vaccine and given the current difficulties to diagnose and treat chronic Lyme syndromes, there is urgent need for prevention. In this context, accurate information on the spatial patterns of risk of exposure to ticks is of prime importance for public health. The objective of our study was to provide a snapshot map of the risk of human infection with B. burgdorferi s. l. pathogens in a periurban forest at a high resolution, and to analyze the factors that contribute to variation in this risk. Field monitoring took place over three weeks in May 2011 in the suburban S&#xe9;nart forest (3,200ha; southeast of Paris), which receives over 3 million people annually. We sampled ticks over the entire forest area (from 220 forest stands with a total area of 35,200m(2)) and quantified the density of questing nymphs (DON), the prevalence of infection among nymphs (NIP), and the density of infected nymphs (DIN), which is the most important predictor of the human risk of Lyme borreliosis. For each of these response variables, we explored the relative roles of weather (saturation deficit), hosts (abundance indices of ungulates and Tamias sibiricus, an introduced rodent species), vegetation and forest cover, superficial soil composition, and the distance to forest roads. In total, 19,546 questing nymphs were collected and the presence of B. burgdorferi s. l. was tested in 3,903 nymphs by qPCR. The mean DON was 5.6 nymphs per 10m(2) (standard deviation=10.4) with an average NIP of 10.1% (standard deviation=0.11). The highest DIN was 8.9 infected nymphs per 10m(2), with a mean of 0.59 (standard deviation=0.6). Our mapping and modeling revealed a strong heterogeneity of risk within the forest. The highest risk was found in the eastern part of the forest and localized patches in the northwestern part. Lyme borreliosis risk was positively associated with stands of deciduous trees (mainly oaks) and roe deer abundance. Contrary to expectations, DIN actually increased with distance from the point of introduction of T. sibiricus (i.e., DIN was higher in areas with potentially lower abundances of T. sibiricus). Thus, despite the fact that T. sibiricus is an important reservoir host for B. burgdorferi s. l., our study found that other explanatory factors played a more important role in determining the density of infected ticks. Precise mapping of the risk of exposure to Lyme borreliosis in a highly visited forest represents an important tool for targeting prevention and control measures, as well as making the general public and local health officials aware of the risks.","10.1016/j.ttbdis.2016.02.008","Paris",2016,"","TIC000019"
"ticks in wild","Coxiella burnetii in ticks and wild birds.","Ticks and tick-borne diseases","The study objective was to get more information on C. burnetii prevalence in wild birds and ticks feeding on them, and the potentialities of the pathogen dissemination over Europe by both.Blood, blood sera, feces of wild birds and ticks removed from those birds or from vegetation were studied at two sites in Russia: the Curonian Spit (site KK), and the vicinity of St. Petersburg (site SPb), and at two sites in Bulgaria: the Atanasovsko Lake (site AL), and the vicinity of Sofia (site SR).C. burnetii DNA was detected in blood, feces, and ticks by PCR (polymerase chain reaction). All positive results were confirmed by Sanger's sequencing of 16SrRNA gene target fragments. The antibodies to C. burnetii in sera were detected by CFR (complement fixation reaction).Eleven of 55 bird species captured at KK site hosted Ixodes ricinus. C. burnetii DNA was detected in three I. ricinus nymphs removed from one bird (Erithacus rubecula), and in adult ticks flagged from vegetation: 0.7% I. persulcatus (site SPb), 0.9% I. ricinus (site KK), 1.0% D. reticulatus (AL site). C. burnetii DNA was also detected in 1.4% of bird blood samples at SPb site, and in 0.5% of those at AL site. Antibodies to C. burnetii were found in 8.1% of bird sera (site SPb). C. burnetii DNA was revealed in feces of birds: 0.6% at AL site, and 13.7% at SR site.Both molecular-genetic and immunological methods were applied to confirm the role of birds as a natural reservoir of C. burnetii. The places of wild bird stopover in Russia (Baltic region) and in Bulgaria (Atanasovsko Lake and Sofia region) proved to be natural foci of C. burnetii infection. Migratory birds are likely to act as efficient ""vehicles"" in dispersal of C. burnetii -infested ixodid ticks.","10.1016/j.ttbdis.2018.11.020","Sofia",2018,"","TIC000020"
"ticks in wild","Multiple infections in questing nymphs and adult female Ixodes ricinus ticks collected in a recreational forest in Denmark.","Ticks and tick-borne diseases","During its lifecycle, the generalist Ixodes ricinus takes up three blood meals from a wide selection of vertebrate hosts, some of which are reservoirs for multiple vector-associated pathogens. Since I. ricinus also readily bites humans, pets, and livestock, these hosts are at risk of becoming infected with more than one tick-borne pathogen. Multiple tick-borne infections are a public health concern, since they may increase diversity and duration of symptoms and complicate differential diagnosis and therapy. We used an existing Fluidigm real-time PCR chip to identify the minimum risk of exposure to infected/co-infected ticks in Denmark. We screened 509 nymphs and 504 adult female I. ricinus ticks for 17 different vector-associated pathogenic agents. The questing ticks were collected by flagging during the same season in two consecutive years in Grib forest in the capital region of Copenhagen. Overall, 19.1% of the nymphs and 52.2% of the adult female ticks harbored at least one zoonotic pathogen. The main agents were Borrelia spp., Anaplasma phagocytophilum and Rickettsia helvetica, while Candidatus Neoehrlichia mikurensis and Babesia venatorum both were present in less than 1% of the ticks. In 3.5% of the nymphs and 12.3% of adults we found more than one tick-borne pathogen. Of these, 15% were potentially triple or quadruple infections. Whereas mixed infections with Borrelia were equally distributed among both life stages, the adult ticks hosted 84.5% of the co-infections with different species of tick-borne pathogens, chiefly involving Borrelia species in combination with either R. helvetica or A. phagocytophilum. Statistical analyses indicated non-random co-occurrence of Borrelia spielmanii/Borrelia garinii in both life stages and B. garinii/Borrelia afzelii and B. garinii/Borrelia valaisiana in the nymphs. Although the overall prevalence of ticks hosting more than one infection only constituted 7.9% at the particular site investigated in this study, our results still underline that co-infections should be considered in diagnosis and treatment of tick-borne diseases in northern Europe.","10.1016/j.ttbdis.2019.05.016","Copenhagen",2019,"","TIC000021"
"ticks in wild","Babesiosis in Latvian domestic dogs, 2016-2019.","Ticks and tick-borne diseases","Canine babesiosis is tick-borne infection that represents a major veterinary issue in Central and Eastern Europe with a tendency to expand northwards. The first published report in Latvia about autochthonous cases of babesiosis in domestic dogs with no travel history was in 2013, and to the best of our knowledge, no other studies on this issue have been published to date. The aim of this study was to analyze the occurrence and clinical manifestations of babesiosis in Latvian domestic dogs with a history of tick exposure to determine the extent to which Babesia sp. causes the disease and to map outbreaks in Latvia. From 2016 to 2019, blood samples from dogs were collected, and molecular testing was performed by nested PCR using Babesia sp.-specific primers. In total, 43 of 262 samples were Babesia canis-positive. A seasonal pattern was observed for the outbreaks, as the majority of B. canis-positive samples (98%) were submitted between April and June, and there was a single canine babesiosis case recorded in October. Nearly half of the cases (46.5%) were recorded in the capital, Riga, and other cases were recorded in southern and western parts of Latvia. Clinical signs were consistent with typical manifestations of acute canine babesiosis; most common hematological changes were thrombocytopenia (89%) and normocytic normochromic anemia (69%). Blood smear microscopy was positive for 79% of cases. Two B. canis genotypes were distinguished on the basis of two nucleotide (GA &#x2192; AG) substitutions in the 18S rRNA gene at positions 610/611; however, no relationship between the genotypes and the severity of the disease was found. In conclusion, canine babesiosis has become an endemic disease in the southern and western regions of Latvia and is caused solely by the large babesia species B. canis. Awareness among veterinarians and pet owners regarding the disease should be increased.","10.1016/j.ttbdis.2020.101459","Riga",2020,"","TIC000022"
"ticks in wild","Where to find questing Ixodes frontalis ticks? Under bamboo bushes!","Ticks and tick-borne diseases","Tick-borne diseases have a complex epidemiology that depends on different ecological communities, associating several species of vertebrate hosts, vectors and pathogens. While most studies in Europe are focused on Ixodes ricinus, other Ixodes species may also be involved in the transmission or maintenance of pathogens. This is the case of Ixodes frontalis, a poorly known species associated with different bird species such as blackbirds, thrushes and robins, with a wide distribution covering most European countries. In a previous study, high densities of questing I. frontalis larvae were found during autumn-winter at a site close to Nantes (western France) where a long-term survey focused on I. ricinus was conducted. These I. frontalis were mostly observed under bamboo bushes. In the present study, we investigated the presence of I. frontalis under bamboo bushes at various locations. With that aim in mind, a systematic search for questing I. frontalis was undertaken by the flagging method in public urban parks and private gardens presenting bamboo bushes (32 sites). This survey was carried out during autumn-winter to maximize the probability of finding the most abundant stage, i.e. larvae. We searched for I. frontalis first in the area of Nantes (10 sites), then in other regions of France (21 sites) and at one site in northern Italy. A single visit to each site revealed the presence of I. frontalis at 29 out of 32 sites: larvae were always present, nymphs were frequent (59 % of the positive sites), while adults were found at only 14 % of the sites. Questing stages of this understudied species are thus easy to find, by dragging or flagging under bamboo bushes in autumn or winter. We make the assumption that bamboo offers a favourable place for birds to roost overnight outside their breeding period (i.e. spring), sheltered from both predators and wind. This would explain higher densities of I. frontalis under bamboo, relative to other biotopes. As I. frontalis is known to harbour zoonotic pathogens, the consequences of this discovery on the epidemiology of tick-borne diseases are discussed.","10.1016/j.ttbdis.2020.101625","Nantes",2020,"","TIC000023"
